Order ID,Order Date,Product Name,Category,Sub-Category,Sales Revenue,Quantity Sold,Profit,Customer Segment,Region,State/City
CA-2022-102097,2023-12-22,Metal Frame Bookshelf,Furniture,Bookcases,132974.3,4,-19945.73,Corporate,East,"District of Columbia, Washington"
CA-2023-103606,2023-12-22,Address Labels Roll,Office Supplies,Labels,3261.9,5,1304.76,Consumer,East,"Pennsylvania, Philadelphia"
CA-2023-104999,2023-12-22,Label Printer XL,Technology,Machines,162589.53,2,8129.02,Home Office,Central,"Michigan, Detroit"
CA-2023-106416,2023-12-22,Heavy Duty Shelving Unit,Office Supplies,Storage,44958.61,8,2497.47,Corporate,South,"North Carolina, Charlotte"
CA-2024-106878,2023-12-22,Photo Paper Glossy,Office Supplies,Paper,5071.3,4,-1014.26,Home Office,West,"Washington, Seattle"
CA-2022-107071,2023-12-22,3D Printer Pro,Technology,Machines,65839.75,1,3291.78,Consumer,South,"Georgia, Atlanta"
CA-2025-107585,2023-12-22,Canon ImageClass Copier,Technology,Copiers,320913.69,4,22922.11,Corporate,Central,"Texas, Houston"
CA-2025-107844,2023-12-22,Address Labels Roll,Office Supplies,Labels,3100.05,3,1240.02,Home Office,West,"California, San Francisco"
CA-2025-107954,2023-12-22,Plastic Storage Bins 6-Pack,Office Supplies,Storage,11654.03,7,-8158.07,Home Office,East,"Pennsylvania, Philadelphia"
CA-2025-100228,2023-12-23,Security Tint Self-Seal Envelopes,Office Supplies,Envelopes,1727.23,3,507.96,Consumer,South,"North Carolina, Charlotte"
CA-2024-100543,2023-12-23,Logitech Wireless Mouse,Technology,Accessories,11429.1,6,714.63,Corporate,West,"Oregon, Portland"
CA-2022-101248,2023-12-23,Catalog Envelopes 100-Count,Office Supplies,Envelopes,573.53,1,229.91,Corporate,South,"North Carolina, Charlotte"
CA-2023-101928,2023-12-23,Mesh Task Chair,Furniture,Chairs,30360.57,2,-23074.0,Home Office,East,"Pennsylvania, Philadelphia"
CA-2022-101934,2023-12-23,3-Ring Binder 2-inch,Office Supplies,Binders,2233.53,1,868.18,Corporate,South,"Georgia, Atlanta"
CA-2024-102490,2023-12-23,Scanner & Document Digitizer,Technology,Machines,320733.58,9,-60137.65,Consumer,Central,"Illinois, Chicago"
CA-2022-102542,2023-12-23,Address Labels Roll,Office Supplies,Labels,1581.98,1,632.46,Home Office,Central,"Illinois, Chicago"
CA-2023-102653,2023-12-23,Standard Staples Box,Office Supplies,Fasteners,3002.94,3,1050.78,Consumer,East,"New York, New York City"
CA-2024-102712,2023-12-23,Push Pins Assorted,Office Supplies,Fasteners,270.58,1,63.91,Home Office,West,"Washington, Seattle"
CA-2025-103222,2023-12-23,Scanner & Document Digitizer,Technology,Machines,290104.92,4,14505.91,Home Office,East,"Massachusetts, Boston"
CA-2025-103858,2023-12-23,Sketching Colored Pencils,Office Supplies,Art,17514.66,9,-0.0,Home Office,Central,"Illinois, Chicago"
CA-2022-104062,2023-12-23,Conference Room Table,Furniture,Tables,199822.5,5,-62444.22,Corporate,East,"Massachusetts, Boston"
CA-2022-104544,2023-12-23,Ergonomic Office Chair,Furniture,Chairs,28588.52,1,3430.39,Consumer,East,"New York, New York City"
CA-2023-104927,2023-12-23,Photo Paper Glossy,Office Supplies,Paper,4003.09,2,1601.07,Consumer,South,"North Carolina, Charlotte"
CA-2023-106819,2023-12-23,Folding Chair 4-Pack,Furniture,Chairs,16976.82,1,-599.26,Consumer,Central,"Michigan, Detroit"
CA-2024-107197,2023-12-23,Standard Staples Box,Office Supplies,Fasteners,790.99,1,276.39,Consumer,West,"Oregon, Portland"
CA-2024-107517,2023-12-23,Address Labels Roll,Office Supplies,Labels,639.93,3,256.47,Consumer,West,"Washington, Seattle"
CA-2022-100290,2023-12-24,iPhone 15 Pro,Technology,Phones,330104.28,6,18338.85,Corporate,East,"District of Columbia, Washington"
CA-2025-101476,2023-12-24,Keurig Coffee Maker,Office Supplies,Appliances,67664.09,3,12179.42,Consumer,East,"New York, New York City"
CA-2023-102368,2023-12-24,Bubble Mailers Padded,Office Supplies,Envelopes,2656.83,3,664.0,Corporate,South,"Tennessee, Nashville"
CA-2024-102431,2023-12-24,Metal Frame Bookshelf,Furniture,Bookcases,280206.34,8,22416.64,Corporate,South,"North Carolina, Charlotte"
CA-2025-103154,2023-12-24,Logitech Wireless Mouse,Technology,Accessories,21971.76,6,5492.94,Consumer,South,"Tennessee, Nashville"
CA-2023-104442,2023-12-24,Scanner & Document Digitizer,Technology,Machines,446473.6,4,22323.68,Corporate,Central,"Texas, Houston"
CA-2023-106238,2023-12-24,Nokia retro phone,Technology,Phones,75682.72,4,11352.74,Corporate,West,"Oregon, Portland"
CA-2023-106339,2023-12-24,Drafting Table Adjustable,Furniture,Tables,43702.82,1,-2185.39,Corporate,South,"North Carolina, Charlotte"
CA-2022-106421,2023-12-24,Push Pins Assorted,Office Supplies,Fasteners,1460.8,3,-438.24,Corporate,East,"Massachusetts, Boston"
CA-2025-106862,2023-12-24,Recycled Printer Paper,Office Supplies,Paper,665.66,1,266.43,Consumer,Central,"Michigan, Detroit"
CA-2024-107225,2023-12-24,Heavy Duty Shelving Unit,Office Supplies,Storage,2988.83,1,-2091.6,Corporate,South,"Georgia, Atlanta"
CA-2024-107470,2023-12-24,Scanner & Document Digitizer,Technology,Machines,371548.67,5,18577.89,Home Office,East,"Massachusetts, Boston"
CA-2023-100887,2023-12-25,Plastic Storage Bins 6-Pack,Office Supplies,Storage,6266.5,2,0.0,Home Office,South,"Florida, Miami"
CA-2022-101374,2023-12-25,Shipping Labels Laser,Office Supplies,Labels,1171.13,5,468.12,Consumer,South,"North Carolina, Charlotte"
CA-2024-102924,2023-12-25,iPhone 15 Pro,Technology,Phones,114432.93,5,6357.8,Home Office,South,"Tennessee, Nashville"
CA-2023-103813,2023-12-25,Heavy Duty D-Ring Binder,Office Supplies,Binders,5901.3,3,2655.17,Consumer,East,"Pennsylvania, Philadelphia"
CA-2024-106237,2023-12-25,Ergonomic Office Chair,Furniture,Chairs,130593.86,5,-13059.22,Corporate,South,"North Carolina, Charlotte"
CA-2024-106641,2023-12-25,Corner Bookshelf White,Furniture,Bookcases,211072.32,5,16885.52,Consumer,West,"Washington, Seattle"
CA-2023-107903,2023-12-25,Standing Desk Wood,Furniture,Tables,65604.86,2,-3280.16,Corporate,South,"Georgia, Atlanta"
CA-2024-101130,2023-12-26,Brother Monochrome Copier,Technology,Copiers,955855.39,4,334549.76,Consumer,South,"Tennessee, Nashville"
CA-2024-101207,2023-12-26,Wall Clock Brushed Nickel,Furniture,Furnishings,18880.01,2,3775.67,Corporate,South,"North Carolina, Charlotte"
CA-2023-101909,2023-12-26,Compact Office Refrigerator,Office Supplies,Appliances,11901.37,1,419.15,Home Office,East,"Massachusetts, Boston"
CA-2023-102184,2023-12-26,Catalog Envelopes 100-Count,Office Supplies,Envelopes,4221.38,6,1688.22,Consumer,East,"New York, New York City"
CA-2025-102543,2023-12-26,Executive Leather Chair,Furniture,Chairs,16273.81,1,-4184.86,Corporate,West,"Oregon, Portland"
CA-2025-103356,2023-12-26,Whiteboard Markers 12-Pack,Office Supplies,Art,16497.08,5,4949.29,Home Office,Central,"Texas, Austin"
CA-2023-103628,2023-12-26,Heavy Duty Shredder,Technology,Machines,255587.71,4,12779.51,Consumer,South,"Florida, Miami"
CA-2022-104758,2023-12-26,HP LaserJet Pro Copier,Technology,Copiers,261832.63,2,18702.39,Home Office,Central,"Texas, Austin"
CA-2025-106062,2023-12-26,Microwave Oven Stainless Steel,Office Supplies,Appliances,11815.05,1,1049.95,Consumer,East,"District of Columbia, Washington"
CA-2024-106791,2023-12-26,Plastic Storage Bins 6-Pack,Office Supplies,Storage,4938.5,1,741.19,Consumer,East,"Massachusetts, Boston"
CA-2023-107802,2023-12-26,3-Shelf Walnut Bookcase,Furniture,Bookcases,13089.93,1,-10995.01,Consumer,South,"Florida, Miami"
CA-2025-107880,2023-12-26,Mechanical Keyboard,Technology,Accessories,3095.9,1,774.39,Corporate,South,"Florida, Miami"
CA-2025-100138,2023-12-27,Fine Tip Fineliners,Office Supplies,Art,883.12,3,264.77,Corporate,East,"Massachusetts, Boston"
CA-2025-100294,2023-12-27,Desk Organizer Tray,Furniture,Furnishings,16342.7,4,-2334.79,Consumer,East,"Massachusetts, Boston"
CA-2024-100409,2023-12-27,Nokia retro phone,Technology,Phones,54565.86,1,-3410.47,Corporate,Central,"Illinois, Chicago"
CA-2022-101340,2023-12-27,Metal Frame Bookshelf,Furniture,Bookcases,38923.68,1,3114.16,Home Office,South,"Tennessee, Nashville"
CA-2023-101464,2023-12-27,Standing Desk Wood,Furniture,Tables,19525.75,2,-21478.74,Home Office,South,"Tennessee, Nashville"
CA-2024-101749,2023-12-27,Samsung Galaxy S24,Technology,Phones,109550.04,5,16433.17,Home Office,West,"Washington, Seattle"
CA-2023-101964,2023-12-27,HP LaserJet Pro Copier,Technology,Copiers,321733.73,2,112606.93,Corporate,East,"New York, New York City"
CA-2024-103362,2023-12-27,Whiteboard Markers 12-Pack,Office Supplies,Art,3183.88,1,707.99,Home Office,Central,"Illinois, Chicago"
CA-2023-103994,2023-12-27,Executive Leather Chair,Furniture,Chairs,12899.86,1,1547.95,Consumer,Central,"Texas, Houston"
CA-2022-105418,2023-12-27,Leather Laptop Sleeve,Technology,Accessories,5473.85,3,1368.67,Corporate,South,"Georgia, Atlanta"
CA-2025-105908,2023-12-27,Microwave Oven Stainless Steel,Office Supplies,Appliances,75016.23,2,13503.27,Corporate,Central,"Texas, Houston"
CA-2025-106851,2023-12-27,Standing Desk Wood,Furniture,Tables,487990.2,8,-24399.51,Consumer,Central,"Texas, Austin"
CA-2023-107955,2023-12-27,Bubble Mailers Padded,Office Supplies,Envelopes,1392.74,1,463.97,Consumer,South,"North Carolina, Charlotte"
CA-2023-100032,2023-12-28,Leather Laptop Sleeve,Technology,Accessories,65315.19,6,16328.59,Corporate,Central,"Illinois, Chicago"
CA-2024-100042,2023-12-28,Heavy Duty D-Ring Binder,Office Supplies,Binders,4926.05,6,2216.93,Consumer,South,"Florida, Miami"
CA-2023-101262,2023-12-28,Mesh Task Chair,Furniture,Chairs,32448.02,2,-8343.99,Consumer,East,"Massachusetts, Boston"
CA-2023-101416,2023-12-28,Mesh Task Chair,Furniture,Chairs,17242.42,1,-13105.7,Consumer,South,"Georgia, Atlanta"
CA-2024-101951,2023-12-28,HP LaserJet Pro Copier,Technology,Copiers,489618.66,3,136005.46,Home Office,East,"Massachusetts, Boston"
CA-2022-102684,2023-12-28,5-Shelf Oak Bookcase,Furniture,Bookcases,53106.72,2,-16689.64,Home Office,South,"Florida, Miami"
CA-2023-103246,2023-12-28,Microwave Oven Stainless Steel,Office Supplies,Appliances,63641.08,2,5656.45,Consumer,East,"District of Columbia, Washington"
CA-2023-103439,2023-12-28,Ergonomic Office Chair,Furniture,Chairs,10072.05,2,-2589.6,Consumer,East,"Massachusetts, Boston"
CA-2025-106300,2023-12-28,Canon ImageClass Copier,Technology,Copiers,97460.26,1,34111.34,Corporate,Central,"Texas, Houston"
CA-2022-107507,2023-12-28,Desk Organizer Tray,Furniture,Furnishings,4658.79,2,273.9,Home Office,South,"Tennessee, Nashville"
CA-2022-107930,2023-12-28,Logitech Wireless Mouse,Technology,Accessories,5206.59,3,-371.84,Consumer,West,"Oregon, Portland"
CA-2022-107977,2023-12-28,Photo Paper Glossy,Office Supplies,Paper,3120.8,2,1248.32,Corporate,Central,"Texas, Austin"
CA-2024-100323,2023-12-29,Folding Chair 4-Pack,Furniture,Chairs,18820.25,1,-664.83,Corporate,Central,"Texas, Houston"
CA-2023-100646,2023-12-29,Corner Bookshelf White,Furniture,Bookcases,87477.85,3,6998.56,Home Office,Central,"Texas, Houston"
CA-2024-100695,2023-12-29,Catalog Envelopes 100-Count,Office Supplies,Envelopes,14276.0,9,4198.97,Consumer,West,"Washington, Seattle"
CA-2025-100819,2023-12-29,Fine Tip Fineliners,Office Supplies,Art,12453.32,4,3735.83,Consumer,South,"North Carolina, Charlotte"
CA-2022-101149,2023-12-29,Fine Tip Fineliners,Office Supplies,Art,609.22,1,135.29,Consumer,South,"Tennessee, Nashville"
CA-2023-102200,2023-12-29,Folding Chair 4-Pack,Furniture,Chairs,142359.11,5,3163.13,Home Office,East,"New York, New York City"
CA-2025-102409,2023-12-29,Premium Copy Paper Letter,Office Supplies,Paper,8839.5,5,1263.26,Corporate,West,"Oregon, Portland"
CA-2022-102481,2023-12-29,Heavy Duty Shredder,Technology,Machines,827577.23,7,41378.82,Corporate,West,"California, San Francisco"
CA-2022-102953,2023-12-29,Corner Bookshelf White,Furniture,Bookcases,5813.32,1,-1827.66,Consumer,West,"Washington, Seattle"
CA-2024-103844,2023-12-29,Ergonomic Office Chair,Furniture,Chairs,58302.52,2,6996.9,Corporate,Central,"Michigan, Detroit"
CA-2024-103870,2023-12-29,3D Printer Pro,Technology,Machines,111052.34,3,-13064.2,Consumer,Central,"Texas, Austin"
CA-2025-104714,2023-12-29,LED Desk Lamp,Furniture,Furnishings,23245.81,6,-3320.83,Consumer,Central,"Michigan, Detroit"
CA-2022-104753,2023-12-29,Clear View Binder,Office Supplies,Binders,7128.04,5,3207.95,Consumer,Central,"Texas, Houston"
CA-2022-104821,2023-12-29,Corner Bookshelf White,Furniture,Bookcases,288266.47,8,-43239.68,Consumer,South,"Georgia, Atlanta"
CA-2024-105354,2023-12-29,OnePlus 12,Technology,Phones,91217.0,2,13682.55,Home Office,Central,"Michigan, Detroit"
CA-2022-106121,2023-12-29,Bubble Mailers Padded,Office Supplies,Envelopes,3879.42,2,1552.1,Corporate,South,"Georgia, Atlanta"
CA-2025-106765,2023-12-29,Microwave Oven Stainless Steel,Office Supplies,Appliances,118217.73,6,21278.71,Consumer,West,"California, Los Angeles"
CA-2025-106904,2023-12-29,Rubber Bands Asst.,Office Supplies,Fasteners,397.57,3,138.61,Home Office,East,"District of Columbia, Washington"
CA-2024-107509,2023-12-29,3-Shelf Walnut Bookcase,Furniture,Bookcases,152832.88,7,-12585.29,Corporate,West,"California, Los Angeles"
CA-2025-107814,2023-12-29,iPhone 15 Pro,Technology,Phones,53227.07,1,2957.29,Home Office,West,"California, San Francisco"
CA-2024-102770,2023-12-30,Acrylic Paint Set,Office Supplies,Art,10427.29,4,3128.27,Corporate,South,"Florida, Miami"
CA-2022-102972,2023-12-30,Wall Clock Brushed Nickel,Furniture,Furnishings,5772.65,1,1154.53,Corporate,East,"Pennsylvania, Philadelphia"
CA-2022-104207,2023-12-30,Mesh Task Chair,Furniture,Chairs,80689.28,3,9681.95,Consumer,East,"District of Columbia, Washington"
CA-2025-104909,2023-12-30,LED Desk Lamp,Furniture,Furnishings,49294.53,5,9858.74,Corporate,South,"Florida, Miami"
CA-2023-104986,2023-12-30,HP LaserJet Pro Copier,Technology,Copiers,806604.79,4,282312.05,Consumer,East,"Massachusetts, Boston"
CA-2023-105256,2023-12-30,Colored Cardstock,Office Supplies,Paper,1434.24,1,573.53,Home Office,Central,"Illinois, Chicago"
CA-2024-107117,2023-12-30,Address Labels Roll,Office Supplies,Labels,6801.85,8,971.93,Consumer,Central,"Michigan, Detroit"
CA-2024-107899,2023-12-30,Fine Tip Fineliners,Office Supplies,Art,1987.02,1,350.26,Consumer,West,"Washington, Seattle"
CA-2023-100190,2023-12-31,Nokia retro phone,Technology,Phones,94432.42,5,5245.6,Home Office,Central,"Texas, Houston"
CA-2022-100502,2023-12-31,Air Purifier HEPA,Office Supplies,Appliances,279904.22,7,50382.66,Corporate,Central,"Texas, Austin"
CA-2022-100910,2023-12-31,Nokia retro phone,Technology,Phones,41125.67,2,6169.39,Consumer,South,"Tennessee, Nashville"
CA-2022-102591,2023-12-31,Bubble Mailers Padded,Office Supplies,Envelopes,517.09,1,206.67,Corporate,Central,"Illinois, Chicago"
CA-2024-102663,2023-12-31,Standing Desk Wood,Furniture,Tables,244932.17,10,-12246.65,Home Office,Central,"Michigan, Detroit"
CA-2024-103318,2023-12-31,Air Purifier HEPA,Office Supplies,Appliances,12283.17,1,-7861.76,Home Office,Central,"Michigan, Detroit"
CA-2025-104845,2023-12-31,3D Printer Pro,Technology,Machines,120730.97,1,6036.59,Home Office,Central,"Texas, Houston"
CA-2023-105412,2023-12-31,Shipping Labels Laser,Office Supplies,Labels,5359.31,9,1576.17,Corporate,East,"Pennsylvania, Philadelphia"
CA-2022-105640,2023-12-31,Bubble Mailers Padded,Office Supplies,Envelopes,7317.28,8,-1463.29,Consumer,South,"North Carolina, Charlotte"
CA-2024-107712,2023-12-31,Folding Chair 4-Pack,Furniture,Chairs,14788.94,1,-1478.23,Consumer,East,"District of Columbia, Washington"
CA-2022-101793,2024-01-01,Wall Clock Brushed Nickel,Furniture,Furnishings,22346.09,3,2483.36,Home Office,East,"Pennsylvania, Philadelphia"
CA-2025-103370,2024-01-01,5-Shelf Oak Bookcase,Furniture,Bookcases,92965.81,3,7436.8,Corporate,South,"Tennessee, Nashville"
CA-2024-104834,2024-01-01,HP LaserJet Pro Copier,Technology,Copiers,219509.27,1,76828.12,Corporate,East,"New York, New York City"
CA-2023-105626,2024-01-01,Corner Bookshelf White,Furniture,Bookcases,83499.66,2,6679.84,Corporate,West,"California, Los Angeles"
CA-2023-102725,2024-01-02,Samsung Galaxy S24,Technology,Phones,67958.74,1,10194.06,Corporate,South,"Georgia, Atlanta"
CA-2025-103106,2024-01-02,Heavy Duty Shelving Unit,Office Supplies,Storage,39281.41,5,-2455.14,Corporate,East,"District of Columbia, Washington"
CA-2023-104316,2024-01-02,Desk Organizer Tray,Furniture,Furnishings,4534.29,1,907.19,Corporate,South,"Georgia, Atlanta"
CA-2025-107816,2024-01-02,Label Printer XL,Technology,Machines,59489.42,1,-3305.89,Consumer,Central,"Texas, Austin"
CA-2022-100310,2024-01-03,Anti-Fatigue Floor Mat,Furniture,Furnishings,12858.36,6,2572.17,Corporate,South,"North Carolina, Charlotte"
CA-2022-101447,2024-01-03,Clear View Binder,Office Supplies,Binders,2797.1,6,873.99,Corporate,East,"Massachusetts, Boston"
CA-2025-101955,2024-01-03,Corner Bookshelf White,Furniture,Bookcases,463140.0,10,37051.2,Consumer,South,"Georgia, Atlanta"
CA-2025-102075,2024-01-03,Folding Chair 4-Pack,Furniture,Chairs,33143.56,2,737.04,Home Office,East,"Pennsylvania, Philadelphia"
CA-2025-102338,2024-01-03,Shipping Labels Laser,Office Supplies,Labels,612.54,1,87.98,Consumer,Central,"Texas, Houston"
CA-2023-102892,2024-01-03,Heavy Duty Shelving Unit,Office Supplies,Storage,8017.8,4,-501.32,Home Office,Central,"Texas, Austin"
CA-2022-104013,2024-01-03,USB-C Hub,Technology,Accessories,10440.57,1,2610.35,Home Office,East,"Pennsylvania, Philadelphia"
CA-2022-104182,2024-01-03,Keurig Coffee Maker,Office Supplies,Appliances,78313.82,2,14095.89,Consumer,East,"District of Columbia, Washington"
CA-2025-105858,2024-01-03,Desk Organizer Tray,Furniture,Furnishings,9334.18,5,1866.67,Corporate,East,"New York, New York City"
CA-2024-105300,2024-01-04,Rubber Bands Asst.,Office Supplies,Fasteners,766.92,1,268.92,Corporate,East,"New York, New York City"
CA-2024-100385,2024-01-05,Executive Leather Chair,Furniture,Chairs,103174.81,5,-3641.21,Home Office,West,"California, Los Angeles"
CA-2024-100602,2024-01-05,Sketching Colored Pencils,Office Supplies,Art,7057.49,3,2117.33,Consumer,South,"North Carolina, Charlotte"
CA-2024-102520,2024-01-05,Air Purifier HEPA,Office Supplies,Appliances,74038.49,2,13326.48,Consumer,West,"California, Los Angeles"
CA-2024-103382,2024-01-05,Mechanical Keyboard,Technology,Accessories,4568.32,1,285.52,Corporate,West,"California, Los Angeles"
CA-2025-104162,2024-01-05,Catalog Envelopes 100-Count,Office Supplies,Envelopes,8938.27,5,3574.81,Corporate,South,"North Carolina, Charlotte"
CA-2023-104526,2024-01-05,Address Labels Roll,Office Supplies,Labels,567.72,1,189.24,Corporate,South,"Florida, Miami"
CA-2024-106040,2024-01-05,LED Desk Lamp,Furniture,Furnishings,33127.79,4,3681.05,Consumer,Central,"Michigan, Detroit"
CA-2024-102230,2024-01-06,3D Printer Pro,Technology,Machines,592956.98,9,-111179.33,Corporate,East,"New York, New York City"
CA-2024-102818,2024-01-06,Air Purifier HEPA,Office Supplies,Appliances,11739.52,1,2113.18,Home Office,Central,"Texas, Houston"
CA-2023-104101,2024-01-06,Under-bed Storage Organizer,Office Supplies,Storage,11138.6,1,1670.79,Consumer,East,"District of Columbia, Washington"
CA-2023-104171,2024-01-06,Standing Desk Wood,Furniture,Tables,253331.77,4,-12666.63,Corporate,South,"Florida, Miami"
CA-2023-105856,2024-01-06,Standard Staples Box,Office Supplies,Fasteners,569.38,1,-170.98,Consumer,South,"Florida, Miami"
CA-2022-102314,2024-01-07,Security Tint Self-Seal Envelopes,Office Supplies,Envelopes,1082.32,1,154.38,Home Office,Central,"Michigan, Detroit"
CA-2024-103972,2024-01-07,Drafting Table Adjustable,Furniture,Tables,77609.98,4,-3880.25,Consumer,West,"Washington, Seattle"
CA-2023-104814,2024-01-07,Coffee Table Modern,Furniture,Tables,165070.4,4,-38840.68,Home Office,West,"Washington, Seattle"
CA-2023-100180,2024-01-08,Ergonomic Office Chair,Furniture,Chairs,25166.43,2,559.42,Consumer,Central,"Texas, Houston"
CA-2024-100714,2024-01-08,Acrylic Paint Set,Office Supplies,Art,22608.37,7,6782.76,Consumer,West,"Oregon, Portland"
CA-2025-102131,2024-01-08,Catalog Envelopes 100-Count,Office Supplies,Envelopes,4654.64,3,1861.69,Consumer,Central,"Texas, Austin"
CA-2022-104642,2024-01-08,Corner Bookshelf White,Furniture,Bookcases,43721.08,9,-36726.67,Consumer,East,"District of Columbia, Washington"
CA-2025-106048,2024-01-08,Fine Tip Fineliners,Office Supplies,Art,2153.02,1,645.74,Home Office,East,"Pennsylvania, Philadelphia"
CA-2022-106787,2024-01-08,Push Pins Assorted,Office Supplies,Fasteners,1784.5,2,624.99,Consumer,West,"Oregon, Portland"
CA-2022-106508,2024-01-09,Acrylic Paint Set,Office Supplies,Art,3167.28,3,558.59,Consumer,East,"New York, New York City"
CA-2023-106730,2024-01-09,Standard Staples Box,Office Supplies,Fasteners,3544.1,3,1240.02,Home Office,East,"Massachusetts, Boston"
CA-2023-107690,2024-01-09,USB-C Hub,Technology,Accessories,8040.21,2,1340.45,Corporate,Central,"Illinois, Chicago"
CA-2024-100907,2024-01-10,Folding Chair 4-Pack,Furniture,Chairs,107462.59,6,12895.71,Consumer,South,"Georgia, Atlanta"
CA-2024-101626,2024-01-10,Premium Copy Paper Letter,Office Supplies,Paper,5970.19,4,2387.91,Corporate,East,"Pennsylvania, Philadelphia"
CA-2024-104850,2024-01-10,Canon ImageClass Copier,Technology,Copiers,397504.43,2,139126.26,Consumer,West,"Washington, Seattle"
CA-2024-103846,2024-01-11,Plastic Storage Bins 6-Pack,Office Supplies,Storage,12205.15,1,678.11,Corporate,Central,"Texas, Austin"
CA-2022-105828,2024-01-11,Nokia retro phone,Technology,Phones,58811.31,2,8822.07,Consumer,East,"Massachusetts, Boston"
CA-2022-107695,2024-01-11,Coffee Table Modern,Furniture,Tables,82507.81,2,-4125.1,Consumer,East,"New York, New York City"
CA-2023-107861,2024-01-11,Logitech Wireless Mouse,Technology,Accessories,20613.88,3,5153.47,Consumer,South,"Georgia, Atlanta"
CA-2025-100342,2024-01-12,File Filing Cabinet 3-Drawer,Office Supplies,Storage,43449.67,6,6517.16,Consumer,South,"North Carolina, Charlotte"
CA-2024-104400,2024-01-12,Google Pixel 8,Technology,Phones,212504.07,5,-13281.66,Corporate,East,"District of Columbia, Washington"
CA-2025-104773,2024-01-12,Colored Cardstock,Office Supplies,Paper,9011.31,9,3604.69,Home Office,Central,"Texas, Austin"
CA-2023-104816,2024-01-12,Sketching Colored Pencils,Office Supplies,Art,1773.71,1,222.44,Home Office,Central,"Illinois, Chicago"
CA-2025-105233,2024-01-12,Microwave Oven Stainless Steel,Office Supplies,Appliances,143619.05,4,25852.01,Corporate,South,"Tennessee, Nashville"
CA-2022-106306,2024-01-12,Catalog Envelopes 100-Count,Office Supplies,Envelopes,2049.27,2,820.04,Home Office,Central,"Michigan, Detroit"
CA-2023-107478,2024-01-12,Standing Desk Wood,Furniture,Tables,194742.9,9,-214217.19,Consumer,Central,"Texas, Austin"
CA-2024-104219,2024-01-13,Nokia retro phone,Technology,Phones,110909.58,3,-23766.22,Home Office,West,"Washington, Seattle"
CA-2023-102296,2024-01-14,Sketching Colored Pencils,Office Supplies,Art,2888.4,2,866.52,Consumer,East,"District of Columbia, Washington"
CA-2023-102793,2024-01-14,Folding Chair 4-Pack,Furniture,Chairs,83913.83,7,1865.01,Home Office,South,"Florida, Miami"
CA-2022-105719,2024-01-14,USB-C Hub,Technology,Accessories,17119.58,2,4279.48,Consumer,East,"New York, New York City"
CA-2023-106368,2024-01-14,Colored Cardstock,Office Supplies,Paper,10722.77,5,1531.35,Corporate,East,"New York, New York City"
CA-2023-100333,2024-01-15,HP LaserJet Pro Copier,Technology,Copiers,356397.02,2,124739.04,Consumer,West,"California, Los Angeles"
CA-2022-101947,2024-01-15,Brother Monochrome Copier,Technology,Copiers,180358.17,1,50099.63,Consumer,East,"Massachusetts, Boston"
CA-2025-108000,2024-01-15,Conference Room Table,Furniture,Tables,115412.33,2,-5770.99,Consumer,Central,"Illinois, Chicago"
CA-2022-102033,2024-01-16,3-Shelf Walnut Bookcase,Furniture,Bookcases,40330.53,1,3226.21,Corporate,South,"Tennessee, Nashville"
CA-2024-104235,2024-01-16,Catalog Envelopes 100-Count,Office Supplies,Envelopes,8227.79,5,2420.28,Home Office,Central,"Michigan, Detroit"
CA-2023-104563,2024-01-16,Samsung Galaxy S24,Technology,Phones,35464.24,1,5319.47,Consumer,West,"Oregon, Portland"
CA-2025-107692,2024-01-17,Recycled Printer Paper,Office Supplies,Paper,2867.65,3,1147.06,Consumer,East,"Massachusetts, Boston"
CA-2022-100003,2024-01-18,Scanner & Document Digitizer,Technology,Machines,23738.83,1,-1318.87,Corporate,Central,"Texas, Houston"
CA-2024-103995,2024-01-18,Fine Tip Fineliners,Office Supplies,Art,1450.01,2,434.92,Consumer,South,"Florida, Miami"
CA-2022-107340,2024-01-18,Coffee Table Modern,Furniture,Tables,25448.63,2,-1272.39,Corporate,Central,"Texas, Houston"
CA-2023-107474,2024-01-18,Xerox WorkCentre,Technology,Copiers,206624.35,1,57395.33,Consumer,South,"Florida, Miami"
CA-2024-106718,2024-01-19,Clear View Binder,Office Supplies,Binders,2889.23,3,1299.78,Home Office,Central,"Texas, Houston"
CA-2023-101537,2024-01-20,Coffee Table Modern,Furniture,Tables,31620.51,1,-1581.15,Consumer,Central,"Illinois, Chicago"
CA-2024-102051,2024-01-20,Xerox WorkCentre,Technology,Copiers,85831.13,1,6131.21,Corporate,Central,"Texas, Austin"
CA-2025-105057,2024-01-20,Under-bed Storage Organizer,Office Supplies,Storage,120545.05,7,18081.55,Home Office,West,"Oregon, Portland"
CA-2023-100048,2024-01-21,HP LaserJet Pro Copier,Technology,Copiers,318745.73,5,59764.15,Corporate,South,"Florida, Miami"
CA-2025-103842,2024-01-21,Heavy Duty Shelving Unit,Office Supplies,Storage,40689.92,3,6103.82,Corporate,West,"Oregon, Portland"
CA-2024-106995,2024-01-21,Keurig Coffee Maker,Office Supplies,Appliances,168137.25,6,-4203.12,Corporate,West,"Washington, Seattle"
CA-2022-107982,2024-01-21,Anti-Fatigue Floor Mat,Furniture,Furnishings,24728.19,3,4945.14,Consumer,East,"District of Columbia, Washington"
